Grade,Course,Section,Period,Room,Mark1
11,UAF88H2,1,2,B27,90
9,MEF44,1,2,219,70
11,FJFCCU,1,2,124,98
9,PPF44Q2G,2,2,GYM2,98
9,PPF44Q3G,2,2,GYM2,97
11,SPF44H,1,2,229,98
11,SPF44QL,1,2,229,P
11,EEF84QF,1,2,331,83
9,EEF84HF,1,2,331,92
12,HQF44QQY,2,2,317,96
12,FMF44UQX,1,2,116,70
11,FSF44UQX,1,2,123,100
12,SRF22U,1,2,341,78
12,EEF44U,2,2,347,80
12,FMF44UQX,1,2,116,98
11,MRF44H,1,2,104,92
10,FJFCCU,1,2,124,75
10,EEF84QF,1,2,331,87
11,EEF84QF,1,2,331,65
9,PHF44Q2,1,2,B17,89
9,PPF44Q3B,1,2,GYM3,92
9,SHF81,1,2,228,P
9,SHF82,10,2,228,P
9,SHFC1TM,1,2,149,P
9,SHFC2TM,1,2,149,65
10,HUF44UQX,1,2,333,96
11,FLFCCU,1,2,121,96
9,EEFG4HG,7,2,246,96
9,SLF44HG,1,2,231,99
9,SLF44QLG,1,2,231,P
10,EEF84HF,1,2,331,94
9,PPF44Q2B,1,2,GYM3,85
9,PPF44Q3B,2,2,GYM3,90
11,EEFGGQQC,1,2,250,82
11,FLFCCU,1,2,121,100
9,MKF44,1,2,322,
9,EEFG4,3,2,126,65
10,FSFC8,2,2,125,78
11,GMF11Q2,2,2,,
11,UQF44QQY,2,2,216,91
9,MEF44QT,1,2,208,68
10,HFF44QQB,1,2,315,79
12,EEF44U,1,2,349,92
9,PHF44Q3,1,2,B17,
9,PPF44Q2B,1,2,GYM3,
10,MRF44H,2,2,107,91
11,FJFCCU,1,2,124,91
12,FSF44UQX,1,2,123,100
10,HFF44QQB,1,2,315,75
11,SHFC2TM,1,2,149,70
9,EEF88QG,1,2,146,86
11,SPF44H,1,2,229,94
11,SPF44QL,1,2,229,P
9,MKF44,1,2,322,85
10,MRF44,1,2,104,68
9,FKFC4H,1,2,114,98
11,GQF11QU,2,2,LIB,
9,FKFC4H,1,2,114,99
12,BCF44T,21,2,204,81
12,PPF44Q3B,2,2,GYM3,90
10,MRF44H,2,2,107,93
12,BCF44T,31,2,204,67
12,PGF44Q2C,1,2,GYM1,90
9,SLF44H,1,2,338,95
9,SLF44QL,1,2,338,P
12,AUFCCTA,1,2,232,100
10,PPF44Q2G,2,2,GYM2,97
10,PPF44Q3G,2,2,GYM2,100
12,AUFCCTA,1,2,232,98
11,FLFCCU,1,2,121,95
10,SCF44,2,2,138,86
10,SCF44QL,2,2,138,P
11,HUF44QG,1,2,316,65
10,BCF44T,21,2,204,94
10,PPF44Q3B,1,2,GYM3,100
9,HGF87QGD,1,2,334A,70
12,SHF88U,1,2,327,75
9,HGF87XHD,1,2,325,93
10,BCF44T,31,2,204,95
10,PPF44Q2B,1,2,GYM3,100
12,AUFCCTA,1,2,232,90
9,SLF44QG,1,2,231,81
9,SLF44QLG,1,2,231,P
9,EEF88,1,2,334B,65
9,EEFG4QT,7,2,246,
11,PPF44Q2B,1,2,GYM3,
9,MQF44QWF,1,2,221,
12,GMF11Q24,2,2,,
10,HUF44QG,1,2,316,75
10,SCF44,1,2,141,84
10,SCF44QL,1,2,141,P
9,MEF44,1,2,219,
12,HBF22U,1,2,311,93
11,GMF11Q24,2,2,,
9,SHF82H,1,2,228,90
9,EEF88QG,2,2,348,65
9,SHF82H,1,2,228,96
9,EEF88QG,1,2,146,
11,HFF44QQB,1,2,315,71
9,HGF87QTD,5,2,314,68
9,MKF44,1,2,322,
10,FSFCBU,1,2,115,P
10,FSFCCU,1,2,115,67
12,EEF44U,2,2,347,93
12,EEF44U,2,2,347,94
9,MRF44H,2,2,107,96
12,BCF44T,31,2,204,80
12,PPF44Q2B,2,2,GYM3,95
10,PPF44Q2B,1,2,GYM3,100
10,PPF44Q3B,2,2,GYM3,90
9,PPF43Q2G,1,2,GYM2,P
9,PPF43Q3G,1,2,GYM2,P
9,PPF44Q2G,1,2,GYM2,65
9,PPF44Q3G,1,2,GYM2,65
9,SCF44H,2,2,138,93
9,SCF44QL,2,2,138,P
10,FSFCCU,1,2,115,75
12,EEF44U,1,2,349,92
9,PPF44Q2B,1,2,GYM3,100
9,UAF44Q3,1,2,B27,80
9,HGF87HGD,1,2,334A,95
10,PPF44Q2B,2,2,GYM3,90
10,UAF44Q3,1,2,B27,80
9,MEF44,1,2,219,80
12,AUFCCTA,1,2,232,85
9,HUF44QWD,1,2,326,
9,SHF82H,1,2,228,94
11,EEF22C,1,2,350,88
12,MPF22U,1,2,205,82
10,ULFC4TP,1,2,B39,100
9,SHFC2TM,1,2,149,
12,GQF11QU3,2,2,LIB,
12,PPF44Q2B,2,2,GYM3,90
12,FSF44UQX,1,2,123,92
10,BCF44T,31,2,204,100
10,PPF44Q2B,2,2,GYM3,90
9,EEF84QF,1,2,331,80
10,MRF44,2,2,107,82
9,GMF11Q23,2,2,,
11,SRF22U,1,2,341,80
9,ZLUNPD2,2,2,CAFÉ,
12,EEF44U,2,2,347,84
9,PPF44Q2B,2,2,GYM3,95
9,PPF44Q3B,1,2,GYM3,67
11,SRF22U,1,2,341,92
9,SHFC2TM,1,2,149,
9,ZLUNPD2,2,2,CAFÉ,
9,HGF87HGD,1,2,334A,90
10,HUF44UQX,1,2,333,97
10,EEFGGQQC,1,2,250,
9,EEFG4,3,2,126,
10,SCF44,2,2,138,70
10,SCF44QL,2,2,138,P
12,SRF22U,1,2,341,78
10,SCF44QG,1,2,139,80
10,SCF44QLG,1,2,139,P
9,HGF87QQD,1,2,321,70
12,EEFGFQQC,1,2,250,P
12,EEFGGQQC,1,2,250,75
10,SCF44QG,1,2,139,65
10,SCF44QLG,1,2,139,P
9,PPF44Q2B,1,2,GYM3,100
9,PPF44Q3B,2,2,GYM3,90
11,MRF44,1,2,104,86
9,PHF44Q2,1,2,B17,80
9,PPF44Q3B,1,2,GYM3,92
ST,EEF88QT,2,2,348,84
11,MQF44QWF,1,2,221,67
10,EEF88,1,2,334B,80
11,BCF44T,21,2,204,
11,PPF44Q3B,1,2,GYM3,
9,PHF44H3,1,2,B17,90
9,PPF44Q2B,2,2,GYM3,95
11,PPF44Q3B,2,2,GYM3,85
11,UAF88Q2,1,2,B27,80
11,MQF44HWF,1,2,221,90
9,FSFC8H,2,2,125,95
10,PPF44Q2G,1,2,GYM2,95
10,PPF44Q3G,1,2,GYM2,90
11,PPF44Q2G,1,2,GYM2,85
11,UAF88H3,1,2,B27,95
9,SCF44,1,2,141,
9,SCF44QL,1,2,141,F
9,HGF87XHD,1,2,325,83
10,SCF44QG,1,2,139,
10,SCF44QLG,1,2,139,P
9,SLF44,1,2,338,
9,SLF44QL,1,2,338,P
9,FSFC8,1,2,113,78
12,SDF88TV,1,2,332,100
11,SPF44H,1,2,229,100
11,SPF44QL,1,2,229,P
9,SLF44,1,2,338,65
9,SLF44QL,1,2,338,P
9,FSFC8H,1,2,113,100
9,PHF44Q2,1,2,B17,68
9,PPF44Q3G,2,2,GYM2,80
9,SLF44QLT,1,2,231,P
9,SLF44QT,1,2,231,73
9,MRF44,1,2,104,80
12,ULFC4TP,1,2,B39,95
11,SCF44QLT,1,2,139,P
11,SCF44QT,1,2,139,65
11,FSFC8,1,2,113,70
10,HFF44QQB,1,2,315,79
9,SHFC2TM,1,2,149,90
9,MRF43,1,2,104,MP
9,MRF44,1,2,104,
11,GMF11Q2,2,2,,
9,MEF44HG,1,2,208,97
12,MQF44HWF,1,2,221,90
10,EEF22C,1,2,350,
9,EEFG4HH,2,2,346,91
11,EEFGGQQC,1,2,250,88
11,HUF44QG,1,2,316,84
10,SCF44,1,2,141,68
10,SCF44QL,1,2,141,P
12,FLFCCU,1,2,121,87
12,SDF88TV,1,2,332,65
12,GQF11QU3,2,2,LIB,
12,PPF44Q2G,2,2,GYM2,85
9,HGF87HQD,1,2,321,96
10,PPF44Q3G,2,2,GYM2,97
10,UAF44H2,1,2,B27,90
11,MQF44QWF,1,2,221,80
9,PPF44Q3B,1,2,GYM3,65
9,UAF44Q2,1,2,B27,70
10,MRF44,1,2,104,80
11,FSFC8,2,2,125,
10,FSFC8,1,2,113,80
12,SDF88TV,1,2,332,100
11,EEFGGQQC,1,2,250,79
10,HUF44QG,1,2,316,70
9,PHF44Q2,1,2,B17,88
9,PPF44Q3G,1,2,GYM2,75
11,EEFGGQQC,1,2,250,67
9,HGF87QQD,1,2,321,65
10,PPF44Q2B,1,2,GYM3,65
10,UAF44Q3,1,2,B27,80
9,MRF44,2,2,107,89
9,MRF44H,2,2,107,97
9,MRF44,2,2,107,89
11,ULFC4TP,1,2,B39,100
10,FJFCCU,1,2,124,68
12,EEF44U,2,2,347,90
11,PPF44Q3G,1,2,GYM2,65
11,PQF44Q2Y,2,2,251,100
12,HQF44QQY,2,2,317,96
9,HFF44QQB,1,2,315,65
9,PGF44Q2C,1,2,GYM1,65
9,PHF44Q3,1,2,B17,72
11,SRF22U,1,2,341,84
12,SHF88U,1,2,327,90
12,ULFC4TP,1,2,B39,100
12,MPF22U,1,2,205,77
11,EEF84QFT,1,2,331,65
12,FSFCCU,1,2,115,91
9,PPF44Q2G,1,2,GYM2,95
9,PPF44Q3G,2,2,GYM2,97
10,EEF88QT,2,2,348,73
9,SHF82,1,2,228,65
9,SHF82,1,2,228,
11,EEFGGQQC,1,2,250,65
12,AUFCCTA,1,2,232,65
11,BCF44T,21,2,204,65
11,PGF44Q3C,1,2,GYM1,65
9,PHF44Q3,1,2,B17,
9,SLF88QQ2,1,2,247,
11,FSFCBU,1,2,115,P
11,FSFCCU,1,2,115,70
11,PGF44Q2C,1,2,GYM1,65
11,PGF44Q3C,1,2,GYM1,65
12,GMF11Q23,2,2,,
9,SLF44QLW,1,2,328B,F
9,SLF44QW,1,2,328B,
12,SHF88U,1,2,327,70
9,HGF87QTD,5,2,314,
10,MRF44H,2,2,107,93
12,EEF44U,2,2,347,98
11,GMF11Q24,2,2,,
11,FLFCCU,1,2,121,90
9,SHF82,1,2,228,85
9,SLF44,1,2,338,77
9,SLF44QL,1,2,338,P
9,HGF87QQD,1,2,321,87
9,EEFG4QG,7,2,246,
9,EEFG4QT,7,2,246,65
9,EEF88QG,1,2,146,
10,ULFC4TP,1,2,B39,100
11,UAF88Q3,1,2,B27,80
9,PHF44H2,1,2,B17,95
